DataID,"Data Type (Article, Policy Brief, Treaty, News etc)",Link,Full Text,Image URL,Date Published,Published by,Title,Remarks
2022/1054,News,https://www.montsame.mn/en/read/243622,"On November 17, the Asian Development Bank (ADB) has allocated $20.3 million in technical assistance to?help its developing members access vaccines for the coronavirus disease (COVID-19) and establish systems?to enable equitable and efficient vaccine distribution. 




The funds will be available for ADB developing members to support vaccine-related health system assessments and the development of country readiness plans to strengthen the capacity to access, introduce, deploy, deliver, and monitor vaccines safely and effectively. Funds will help members assess and strengthen vaccine cold chain and logistics, infection control, supply and skills of health workers, risk communications, and real-time data capturing and monitoring. The technical assistance will also support the identification and promotion of innovative cold chain and vaccine tracking technologies. 



“Asia and the Pacific has largely done well to limit the spread of COVID-19. Ensuring access to a safe, effective, and equitable vaccine is the next frontier in the fight against this virus,” said Director General of ADB’s Sustainable Development and Climate Change Department Woochong Um. “With these additional grant resources, ADB can immediately support our developing members to undertake urgent actions, including vaccine system assessments and vaccine deployment strategies, to ensure vaccines are delivered efficiently and fairly.”



ADB expects to implement the technical assistance with its partners UNICEF and the World Health Organization, in coordination with COVAX, Gavi, the World Bank, bilateral agencies, among others.



The funds comprise $20 million from ADB’s Technical Assistance Special Fund (TASF) and $300,000 from the High-Level Technology Fund financed by the Government of Japan. 



ADB approved a $20 billion expanded assistance package in April to support its developing members’ COVID-19 response. Visit ADB’s website to learn more about our ongoing response.



ADB is committed to achieving a prosperous, inclusive, resilient, and sustainable Asia and the Pacific, while sustaining its efforts to eradicate extreme poverty. Established in 1966, it is owned by 68 members—49 from the region.­­­.",https://www.montsame.mn/files/5fb4d27930f50.jpeg,2020-11-18,Montsame,ADB allocates $20 million to help developing members access vaccines for COVID-19,
2022/1055,News,https://www.montsame.mn/en/read/269772,"Mongolia received 20,000 doses of Russia’s Sputnik V vaccine on July 13. The vaccine supply was made via Mongol Em Impex Concern LLC. 



Starting today, the country is vaccinating its citizens with Sputnik V without age restrictions. “The Ministry of Health has given instructions to immunize citizens with Sputnik V without age restrictions starting today. The vaccine is currently being distributed to vaccination sites and citizens will be able to receive Sputnik V shots at any vaccination site by tomorrow,” said spokesperson of the Health Ministry B.Uuganbayar. 

",https://www.montsame.mn/files/60efd95f1740d.jpeg,2021-07-15,Montsame,"20,000 doses of Sputnik V arrive in Mongolia",
2022/1056,News,https://www.montsame.mn/en/read/266222,"On June 6, the Government of Mongolia received 48,000 doses of Oxford-AstraZeneca (AZD1222) vaccine through the COVAX Facility. 



As part of the vaccines that were allocated to Mongolia for the first half of 2021, AstraZeneca (AZD1222) and Pfizer/BioNTech (BNT162) vaccines were previously received in March, April, and May. With this, the shipment of vaccines that were allocated to Mongolia for the first half of 2021 is complete. 



Vaccination works are currently underway to involve priority populations as defined under the National Deployment and Vaccination Plan. ",https://www.montsame.mn/files/60bdd9f2c587e.jpeg,2021-06-07,Montsame,48 thousand doses of Oxford-AstraZeneca received through COVAX Facility,
2022/1057,News,https://www.montsame.mn/en/read/243964,"President of Mongolia Khaltmaagiin Battulga wrote a letter to President of the Federal Republic of Germany Frank-Walter Steinmeier in sought for support for COVID-19 vaccine procurement.




In his letter, President Battulga remarked that the two countries’ partnership and long-standing friendship and cooperation have been growing in every possible field on the basis of our interests and common values for democracy, world peace and security.



Highlighting the importance of active international collaboration, unity, understanding and policy coordination in these times of COVID-19 outbreak, the President expressed gratitude for Germany’s leadership in the global effort for the development of COVID-19 vaccines.



In the letter, President Battulga also stated that the fact that Mongolia has a small population scattered through a vast territory may be an advantage in the battle with COVID-19, but protecting those who serve in the frontlines, including medical staff, emergency, law enforcement and inspection personnel, is a priority.



Therefore, President of Mongolia Khaltmaagiin Battulga requested from President of Germany Frank-Walter Steinmeier special support for Mongolia’s procurement of vaccines for citizens and those who work in high-risk environments.",https://www.montsame.mn/files/5fb7766022289.png,2020-11-20,Montsame,President Battulga sends letter to his German counterpart Frank-Walter Steinmeier,
2022/1058,News,https://www.montsame.mn/en/read/233779,"On August 15, Minister of Health T.Munkhsaikhan held a meeting with World Health Organization Representative in Mongolia Dr. Sergey Diorditsa, thoroughly discussing global situation of the COVID-19 pandemic and vaccine development progress.



During the meeting, Dr. S.Diorditsa informed that the WHO has approved a list of countries that will receive support on COVID-19 vaccine and Mongolia is among them. ""The progress of making a vaccine against new disease takes many years, nevertheless, a number of countries have been working hard to develop coronavirus vaccine within a short time and some positive results have been shown.""



The WHO is working towards promoting studies and experiments on medical new technologies, such as safe and effective medicine and vaccine against COVID-19, its test kit and creating a special mechanism designed to guarantee equitable access to COVID-19 vaccines worldwide. 



One of these works is a mechanism ""COVAX Facility"" (The COVID-19 Vaccines Global Access Facility) that aims to accelerate vaccine development in collaboration with Gavi, The Vaccine Alliance and the Coalition for Epidemic Preparedness Innovations (CEPI). 



Mongolia has expressed its interest to join the mechanism. At the meeting of Board of Members of COVAX Facility, a list of countries to get support in the first place within the mechanism on COVID-19 vaccines, once available, has been adopted and Mongolia was included in it.



“In scope of the mechanism, works are underway to receive quality and safe vaccines certified by the WHO through the UNICEF and vaccinate people from risk groups at starter, while actively holding talks with the countries developing vaccine within the framework of bilateral cooperation,” Health Minister T.Munkhsaikhan said.  



At the end of the meeting, the Minister expressed thanks to WHO Representative Dr. Sergey Diorditsa on providing professional and methodological assistance and support to Mongolia to combat COVID-19 pandemic.  ",https://www.montsame.mn/files/5f3a03bc06a93.jpeg,2020-08-17,Montsame,Mongolia to receive support under COVAX Facility mechanism,
2022/1059,News,https://www.montsame.mn/en/read/262799,"Another batch of 148,800 doses of VeroCell vaccine developed by Sinopharm Company of China was brought by a flight operated by MIAT Mongolian Airlines on May 4. Thus, Mongolia has received a total of 2,300,000 doses of VeroCell vaccine from China.



As reported by the Minister of Finance B.Javkhlan, a single dose of VeroCell vaccine costs USD 15. A person is considered fully immunized against COVID-19 after having two dosage of vaccine, and the second dosage is preferably given 28-56 days after the first dose.  

",https://www.montsame.mn/files/60922781ed58a.jpeg,2021-05-05,Montsame,"Another batch of 148,800 doses of VeroCell vaccine arrived in Mongolia",
2022/1060,News,https://www.montsame.mn/en/read/262502,"On May 1, Mongolia received the first batch of 20,000 doses of Russia's Sputnik V COVID-19 vaccine, informs B.Battsetseg, Minister of Foreign Affairs.



The Minister noted that corresponding government organizations have been working actively, continuing talks on accelerating the vaccine supply. Another 20,000 doses of Sputnik V vaccine have been procured and received by a private company of Mongolia.




Incidentally, the Mongolian government has established an agreement with the Russian side on the purchase of one million doses of Sputnik V vaccine against coronavirus.




Mongolia has received 2,124,940 doses of COVID-19 vaccines so far, including 214,800 doses of AstraZeneca vaccine, 1,834,400 doses of Verocell vaccine, 50,000 doses of Sputnik V vaccine and 25,740 doses of Pfizer vaccine, as humanitarian assistance and procurements. ",https://www.montsame.mn/files/608f70d0b1324.png,2021-05-03,Montsame,"20,000 doses of Sputnik V vaccine brought in Mongolia",
2022/1061,News,https://www.montsame.mn/en/read/262357,"A charter flight, bringing 334 thousand doses of Chinese COVID-19 vaccine ‘Verocell’, landed at 3:27PM, yesterday, April 29, in Ulaanbaatar city.




According to the agreement established between the government of Mongolia and the Sinopharm Company of China, the abovementioned doses of vaccine have been delivered. The country is expected to receive the next batches of the vaccine on May 1 and 3.



Currently, Mongolia has received a total of 2,094,940 doses of COVID-19 vaccines, including 214,800 doses of AstraZeneca via India’s assistance and COVAX Facility, 1,834,400 doses of Verocell vaccine from China through donation and procurement, and 20,000 doses of Sputnik-V vaccine purchased from Russia and 25,740 doses of Pfizer-BioNTech vaccine via COVAX Facility. ",https://www.montsame.mn/files/608bb9fa5f7b6.jpeg,2021-04-30,Montsame,"Mongolia receives 334,400 doses of Verocell COVID-19 vaccine",
2022/1062,News,https://www.montsame.mn/en/read/261924,"Prime Minister of Mongolia Oyun-Erdene Luvsannamsrai received Ambassador Extraordinary and Plenipotentiary of the Russian Federation to Mongolia Azizov Iskander Kubarovich. 



While discussing some timely bilateral issues of mutual concern, the sides at the meeting pledged to ensure active collaboration between Mongolia and Russia amid the pandemic. 



In accordance with an agreement established to purchase 1 million doses of Sputnik-V vaccine from Russia, Minister Oyun-Erdene highlighted the importance of the prompt supply of the vaccines and delineating the delivery schedule. 



Vowing to pay special attention to ramping up the vaccine delivery, the Russian Ambassador congratulated the Prime Minister and the government of Mongolia for taking proper measures against the pandemic, vaccinating its population within a short period, leading among Asian countries in terms of percentage of the vaccinated population. 



Both sides also agreed to develop a detailed plan of events and high-level meetings to be organized on the occasion of the 100th anniversary of Mongolia-Russian diplomatic ties. 

",,2021-04-27,Montsame,"Prime Minister, Russian Ambassador discuss COVID-19 vaccine supply to Mongolia",
2022/1063,News,https://www.montsame.mn/en/read/261920,"Prime Minister of Mongolia Oyun-Erdene Luvsannamsrai received Ambassador Extraordinary and Plenipotentiary of the People’s Republic of China to Mongolia Chai Wenrui.



At the outset of the meeting, Prime Minister Oyun-Erdene expressed his gratitude for the government of China and its people for putting the issues discussed over the course of a phone call between Mongolian Prime Minister Oyun-Erdene and Chinese Premier of the State Council Li Keqiang dated April 7 into effect and requested the Chinese Ambassador to convey the thanks to the Chinese officials. 



He further thanked Ambassador Chai Wenrui for his efforts and quick actions to support Chinese assistance and donation vaccine, medical supplies, and PPEs for Mongolia’s COVID-19 response and in the commercial vaccine shipments within the framework of the friendly neighborhood relations and cooperation of the two nations. 



The Prime Minister and the Ambassador also exchanged views on possibilities to arrange the next shipment of COVID-19 vaccine to Mongolia as well as further opportunities to deepen the Mongolia-China comprehensive strategic partnership and maintain normal cooperation amid the pandemic.  As of today, Mongolia has received 1,500,000 doses of Sinopharm vaccine from China through donation and purchase. 



PM Oyun-Erdene informed that he would become acquainted with the conditions at the country’s border ports next week. In connection with this, the sides talked about further measures to take in order to regularize the operations of border checkpoint that play important role in the bilateral relations of Mongolia and China. ",https://www.montsame.mn/files/6087a1fe9af8a.jpeg,2021-04-27,Montsame,"Prime Minister, Chinese Ambassador discuss next shipments of COVID-19 vaccine to Mongolia",
2022/1065,News,https://www.montsame.mn/en/read/261855,"Prime Minister of Mongolia Oyun-Erdene Luvsannamsrai received Ambassador Extraordinary and Plenipotentiary of the Russian Federation to Mongolia Azizov Iskander Kubarovich. 



While discussing some timely bilateral issues of mutual concern, the sides at the meeting pledged to ensure active collaboration between Mongolia and Russia amid the pandemic. 



In accordance with an agreement established to purchase 1 million doses of Sputnik-V vaccine from Russia, Minister Oyun-Erdene highlighted the importance of the prompt supply of the vaccines and delineating the delivery schedule. 



Vowing to pay special attention to ramping up the vaccine delivery, the Russian Ambassador congratulated the Prime Minister and the government of Mongolia for taking proper measures against the pandemic, vaccinating its population within a short period, leading among Asian countries in terms of percentage of the vaccinated population. 



Both sides also agreed to develop a detailed plan of events and high-level meetings to be organized on the occasion of the 100th anniversary of Mongolia-Russian diplomatic ties. 

",https://www.montsame.mn/files/60879527668ac.jpeg,2021-04-27,Montsame,"Prime Minister, Russian Ambassador discuss COVID-19 vaccine supply to Mongolia",
2022/1066,News,https://www.montsame.mn/en/read/261618,"The Emergency Management Agency of Mongolia has reported that Mongolia today, April 24, received another 300,000 doses of Chinese vaccine Sinopharm /Verocell/. 



In February, the People’s Republic of China has delivered 300,000 doses of the Sinopharm vaccine to Mongolia as an assistance and the two countries also have reached a deal on another 900,000 doses of vaccine shipment to Mongolia. In line with the agreement, Mongolia took deliveries of a total of 600,000 doses of the Verocell vaccine on April 22 and 23 on two times of charter flights. 



Minister of Finance has reported that Mongolia is buying the Verocell vaccine at price USD 15 per dose. 



Currently, Mongolia has received a total of 1,760,540 doses of COVID-19 vaccines, including 214,800 doses of AstraZeneca via India’s assistance and COVAX Facility, 1,500,000 doses of Sinopharm vaccine from China through donation and procurement, and 20,000 doses of Sputnik-V vaccine purchased from Russia and 25,740 doses of Pfizer-BioNTech vaccine via COVAX Facility. ",https://www.montsame.mn/files/6083ef1cdf219.jpeg,2021-04-24,Montsame,"Another 300,000 doses of Sinopharm COVID-19 vaccine arrive in Mongolia",
2022/1067,News,https://www.montsame.mn/en/read/261476,"A flight operated by MIAT Mongolian Airlines that carried 300,000 doses of Verocell COVID-19 vaccine from China, landed at Chinggis Khaan International Airport in Ulaanbaatar city around 22 p.m., yesterday April 22. 



Mongolia has registered Verocell vaccine developed by Chinese state-owned Sinopharm Company and Beijing Institute of Biotechnology, in the drug registry, and is running its vaccination with the vaccine. Earlier, Mongolia has received 300,000 doses of vaccine from China as assistance, and the two countries established an agreement on the purchase of 900,000 doses of vaccine.



According to the agreement, shipment of the vaccines is being made on April 22-23 by three charter flights.  

Minister of Finance B.Javkhlan informed that Mongolia is purchasing Verocell vaccine directly from its factory and one dose of the vaccine costs USD 15.

",https://www.montsame.mn/files/6082443ad1d0f.jpeg,2021-04-23,Montsame,"300,000 doses of Verocell vaccine brought from China",
2022/1068,News,https://www.montsame.mn/en/read/261361,"On April 21, Mongolia received the next batch of 50,400 doses of AstraZeneca vaccine according to the vaccine distribution schedule via the COVAX Facility.



The vaccine was brought by a charter flight in route of Seoul-Ulaanbaatar and the plane was landed at  around 21 p.m., yesterday at Buyant-Ukhaa International Airport in Ulaanbaatar.




Furthermore, talks on purchase of Verocell vaccine from Sinopharm Company of China is underway and 900,000 doses of vaccine will be brought in Mongolia soon.

",https://www.montsame.mn/files/60810b3f6a910.jpeg,2021-04-22,Montsame,"Mongolia receives 50,400 doses of AstraZeneca vaccine via COVAX Facility",
2022/1069,News,https://www.montsame.mn/en/read/260926,"Deputy Prime Minister S.Amarsaikhan held a meeting with Ambassador Extraordinary and Plenipotentiary of the Republic of India to Mongolia M.P.Singh on April 16.




At the meeting, the parties exchanged views on the intensification of cooperation amid the pandemic and supply of the COVID-19 vaccine from India.



Mentioning that India is working to increase its capacity to produce coronavirus vaccine, Ambassador Singh expressed the country’s intent for supplying the vaccine to Mongolia, Strategic Partner of India, in the near future as soon as possible. Moreover, the Ambassador said he hopes that the pandemic situation in Mongolia would improve soon.",https://www.montsame.mn/files/607d602a7fd00.jpeg,2021-04-19,Montsame,M.P.Singh: India is for supplying vaccine to Mongolia in the near future,
2022/1070,News,https://www.montsame.mn/en/read/260103,"The government of Mongolia has put the country under strict lockdown for 15 days between April 10 and April 25 with a view to curb the spread of the COVID-19 pandemic. 



On April 9, the Ministry of Health reported that during this period, the nationwide vaccination drive will be paused and the vaccination sites will be closed amid the rising cases of coronavirus in Mongolia. The decision to halt the vaccine rollout, which kicked off on February 23, was made with a view to avoid the gathering of crowds at vaccination sites and breaking social distancing rules during the lockdown. 



The decision causes a 15-day of delay in the second dose that was due from April 10 to those who had already received the first dose of the coronavirus vaccines. The Health Ministry assured that the recommended dates of administering second doses of the COVID-19 vaccines used in Mongolia, including Sinopharm, AstraZeneca, Sputnik-V and Pfizer-BioNTech, are from 21 days up to 12 weeks following the first dose and the delay does not impact the effectiveness of the vaccines. 



The healthcare employees who were working for the vaccination will be mobilized for coronavirus detection and response and close contacts tracing measures. 



Responding to public criticism for the decision and skepticism that the vaccine stocks may have run out, Deputy Prime Minister and Chair of the State Emergency Commission S.Amarsaikhan on April 10 informed that Mongolia has about 192,000 doses of coronavirus vaccines available in reserve. He further said that the shipments of a total of another 600,000 doses of vaccines against COVID-10, which were scheduled on April 9 and 12, have been postponed due to transportation issues. 



According to Minister of Health S.Enkhbold, the vaccine rollout will be intensified from April 26 and all adult population in Ulaanbaatar city will be at least partially vaccinated within May 1 and will receive the second dose by May 31. The Health Minister also said that additional 120-160 vaccination sites will be set up during the 15 days of the ongoing lockdown to allow 60,000 people at a minimum to receive the vaccine each day as soon as the lockdown is lifted.



Although the vaccination is suspended for 15 days, Minister of Health Enkhbold confirmed that elderly people aged 60 years and older with chronic diseases will be immunized during the lockdown and mobile units will operate to vaccinate them in their homes if necessary. 


Currently, Mongolia has received a total of 809,740 doses of COVID-19 vaccines, including 164,000 doses of AstraZeneca via India’s assistance and COVAX Facility, 600,000 doses of Sinopharm vaccine from China through donation and procurement, and 20,000 doses of Sputnik-V vaccine purchased from Russia and 25,740 doses of Pfizer-BioNTech vaccine via COVAX Facility.




As of April 10, a total of 609,875 adult people, or 29 percent of the nationwide vaccination target has already received the first dose of COVID-19 vaccines. 488,254 people of the vaccinated population are in the capital city and the remaining 121,621 people are in rural aimags. 

 ",https://www.montsame.mn/files/60730c9eb99d2.jpeg,2021-04-12,Montsame,COVID-19 vaccine rollout in Mongolia paused for two weeks,
2022/1071,News,https://www.montsame.mn/en/read/259251,"Prime Minister L.Oyun-Erdene, Deputy Minister S.Amarsaikhan, Minister of Health S.Enkhbold and WHO Representative to Mongolia Dr Sergey Diorditsa visited vaccination units in Chingeltei and Songinokhairkhan districts today. As of 2 April 2021, Mongolia has vaccinated 336,758 people and has established 80 vaccination units in the capital city to scale up the national vaccine rollout. 
Starting from today, older adults and people with disabilities will be vaccinated at the vaccination unit located at the Vocational training center in Chingeltei District. Dr Sergey Diorditsa commended that the given center is prioritizing vaccination of older adults at high risk of infection and severe illness from COVID-19. 
Prime Minister L.Oyun-Erdene reminded all, specifically addressing young adults, to continue protective measures such as wearing a mask, observing physical distancing, washing hands regularly, and encouraged all to stay vigilant to overcome the pandemic with minimal loss. 
",https://www.montsame.mn/files/60682ba8db3be.jpeg,2021-04-03,Montsame,"336,758 people get first dose of COVID-19 vaccine",
2022/1072,News,https://www.montsame.mn/en/read/258285,"Minister of Foreign Affairs B.Battsetseg today posted on her official Facebook page that Mongolia has became possible to purchase 1 million doses of Sputnik-V vaccine, which was under talks with the Russian Federation.



The Minister noted that the demand for Sputnik-V vaccine is very high and we have witnessed the result of continuous efforts by the Mongolian Government and official letters sent by Prime Minister and Deputy Prime Minister of Mongolia. I am expressing my gratitude to Russia for its positive approach to the issue. The Government is striving for fulfilling its goal to become one of the first countries to immunize its entire population.

 

Incidentally, Mongolia has received a total of 25,740 thousand doses of COVID-19 vaccine so far, specifically, 64 thousand doses of AstraZeneca vaccine, 300 thousand doses of Sinopharm vaccine, 20 thousand doses of Sputnik-V vaccine and 25,740 thousand doses of Pfizer vaccine.

 

As of March 25, 244,550 people have got their first dose of a COVID-19 vaccine. ",https://www.montsame.mn/files/605d9806c3102.jpeg,2021-03-26,Montsame,Mongolia to purchase 1 million doses of Sputnik-V vaccine,
2022/1073,News,https://www.montsame.mn/en/read/258105,"On March 24, MIAT Mongolian Airlines conducted a flight in route Ulaanbaatar and Seoul and brought 5 packages of 149 kilograms of the Pfizer–BioNTech COVID?19 vaccine – brand named ‘Comirnaty’. 



This is the second delivery from the COVAX Facility, a partnership between the Coalition for Epidemic Preparedness Innovations (CEPI), Gavi, the Vaccine Alliance and the World Health Organization (WHO), UNICEF as well as civil society organizations, vaccine manufacturers, the World Bank, and others.



According to the MIAT Mongolian Airlines, the COVID-19 vaccines packages were equipped with lithium batteries for the safe transport, and the vaccine were directly delivered to the vaccine storage facility of the National Center for Communicable Diseases in Ulaanbaatar. 



Minister of Health S.Enkhbold previously informed that the Pfizer-BioNTech vaccines against COVID-19 would be administered to organ transplant recipients, patients with chronic diseases, people with HIV and cancer patients. 



Currently, Mongolia has received a total of 499,740 doses of COVID-19 vaccines, including 164,000 doses of AstraZeneca via Indian assistance and COVAX Facility, 300,000 doses of Sinopharm/Verocell vaccine from China, 10,000 doses of Sputnik-V vaccine from Russia and 25,740 doses of Pfizer-BioNTech via COVAX Facility.



As of March 24, a total of 244,550 people in Mongolia received the first dose of COVID-19 vaccines.  ",https://www.montsame.mn/uploads/content/f1f395d3fe79f8230138c87ee58a27aa.png,2021-03-25,Montsame,"Mongolia receives 25,740 doses of Pfizer vaccine via COVAX Facility",
2022/1074,News,https://www.montsame.mn/en/read/274931,"In order to increase the level of immunization against coronavirus infections, citizens aged over 18 are being offered a third dose of the COVID-19 vaccine from today.



According to the order of the Minister of Health, it is required that the citizens, who had the second can receive a third dose after three months since their second dose. Eligible citizens will be vaccinated with a booster shot by selecting either Pfizer’s Comirnaty vaccine or ‘CorV’ vaccine developed by Sinopharm.



Citizens can receive their third jabs at vaccination points in districts.

",https://www.montsame.mn/files/613ecbaae7f7c.jpeg,2021-09-13,Montsame,Citizens aged over 18 begin to be vaccinated with third dose of vaccine,
2022/1075,News,https://www.montsame.mn/en/read/274736,"The Government of Mongolia received 360,000 doses of flu vaccine through the United Nations Children's Fund (UNICEF).



Mongolia receives an average of over 100,000 doses of flu vaccines through procurement each year. However this year, double the amount of vaccines are being purchased in an effort to contribute to the works being carried to combat the COVID-19 pandemic, reports the Ministry of Foreign Affairs.



A total of 300,000 doses of the vaccine are being purchased by the Government of Mongolia, while the remaining 60,600 doses are being financed through the Partnership for Influenza Vaccine Introduction (PIVI) program. ",https://www.montsame.mn/files/613adab44b1be.jpeg,2021-09-10,Montsame,"Mongolia receives 360,600 doses of flu vaccine",
2022/1076,News,https://www.montsame.mn/en/read/274697,"Mongolia has received 188,370 doses of Pfizer vaccine donated by the US.



These vaccine is being supplied from the Pfizer plant in Kalamazoo, Michigan through the COVAX Facility. The USA will continue to support the people of Mongolia in overcoming the pandemic.



The United States has provided USD 4 million as assistance to Mongolia since the beginning of the Covid-19 outbreak. As part of the support, United States Agency for International Development donated fifty high quality ventilators in December of last year, aside from organizing additional training for treatment of patients in critical condition. These respirators have helped Mongolia to cope with the sharp rise of infections this year. 



The United States Agency for International Development helps Mongolia to ensure risk communication, prevent and monitor the spread of the virus at health organizations and schools, and deliver vaccines.



Besides providing more than 570 health organizations of Mongolia with essential medical equipment, the US helped to organize training for 12,700 healthcare workers on how to conduct studies, use the equipment donated by the US government, and provide coronavirus patients with quality healthcare services.



As a third neighbor of Mongolia, the United States will provide consistent support for the Mongolian people’s health and well-being.



The United States has donated 130 million doses of COVID-19 vaccine to more than 90 countries around the world, reports the US Embassy in Mongolia.",https://www.montsame.mn/files/6139c647863eb.jpeg,2021-09-09,Montsame,"Mongolia receives 188,370 doses of Pfizer vaccine",
2022/1077,News,https://www.montsame.mn/en/read/273330,"On August 26, Prime Minister L.Oyun-Erdene, Deputy Prime Minister S.Amarsaikhan, and Minister of Health S.Enkhbold became acquainted with the operations of the National Center for Communicable Diseases.



Prime Minister L.Oyun-Erdene first became acquainted with the operations of the Central Storage for Vaccine and Biopreparations at the National Center for Communicable Diseases. Previously, the center had a single storage facility with a capacity of storing 600 thousand doses of vaccines. Thus, at the request of the Government of Mongolia, the construction of a new facility for the Central Storage for Vaccine and Biopreparations was carried out and completed in three months through the ‘COVID-19 Emergency Response and Health System Preparedness Project’ being implemented by the World Bank and in the framework of the technical assistance provided by UNICEF. 



With a total area of 1,686 square meters, the new storage facility is designed to store COVID-19 and routine vaccines. Alongside being equipped with modern advanced technology and solutions, the facility is energy efficient and fully meets international safety standards. 

 



 

Resilient against earthquakes up to 8.0 magnitude, the facility’s blueprints were jointly developed by ‘Tatakh Khuch’ and ‘Urnul Project’ LLC, while its construction was carried out by ‘Moncon Construction’ LLC. Furthermore, the installation of the storage equipment was done by ‘Setunari’ LLC, with UNICEF leading the construction project in general.  





 

With the new storage facility put into operation, it becomes possible for Mongolia to receive the necessary amount of COVID-19 and routine vaccines as well as its corresponding medical tools for the country’s total population, to correctly store them as per the standards, and to transport and distribute vaccines nationwide. 





 

Throughout the years, UNICEF has provided consistent support to Mongolia such as support and assistance for the supply of routine vaccines and the protection of maternal and child health as well as public health. The previously-used storage facility was also built with technical and financial support from UNICEF in 2008. 

 



 

With the new facility of the Central Storage for Vaccine and Biopreparations, it has now become possible to receive a minimum of 2-3 million doses of vaccines at once and keep a supply of temperature-sensitive vaccines at various temperature settings such as +2 to +8°C, -15 to -25°C, and -70 to -80°C.




",https://www.montsame.mn/files/61286b736d651.jpeg,2021-08-27,Montsame,New facility put into operation at Central Storage for Vaccine and Biopreparations,
2022/1078,News,https://www.montsame.mn/en/read/273259,"Per the order of the Minister of Health, frontline workers have recently begun to be vaccinated with the third dose of the AstraZeneca vaccine.



“As healthcare workers, emergency personnel, and police officers began to be vaccinated from February 2021, a Ministerial order has been issued to have the frontline workers be involved in the third dose of the vaccine voluntarily,” said Secretary General of the Council of Experts under the State Emergency Commission O.Batbayar during a press conference.



Yesterday on August 24, a total of 6,560 people were vaccinated in the capital city, with 778 with the first dose, 2,658 with the second dose, and 3,214 with the third dose of the COVID-19 vaccines.



Since the vaccination rollout that launched in Mongolia in February, 73.9 percent of the total population have been involved in the first dose, while 68.7 percent have received their second jabs as of today.",https://www.montsame.mn/files/61274e6f8eb5d.jpeg,2021-08-26,Montsame,Frontline workers being vaccinated with third dose of AstraZeneca vaccine,
2022/1079,News,https://www.montsame.mn/en/read/272390,"Today marks 200th day since the formation of Mongolia’s new government. Mr. Oyun-Erdene Luvsannamsrai was appointed as the Prime Minister of Mongolia on January 27 this year. Then, the Government was fully formed as members of his cabinet took an oath of office to the Parliament on January 29. Afterward, Prime Minister L. Oyun-Erdene presented four key objectives of his Cabinet and started working accordingly.




All governments are facing a lot of challenges to recover economy, protect the health of the population and overcome the COVID-19 pandemic with minimum losses. The new government formed in January in Mongolia faced the challenges too. According to the researchers’ estimation, the COVID-19 pandemic caused three times as much economic difficulty as during the 2009 global financial crisis. Mongolia had prevented the spread of the COVID-19 among the community for ten months, but at last, we could not avoid this suffering. Vaccination of the population is greatly significant to overcome the pandemic. The Government considered that the prompt mass vaccination will create a possibility to reopen businesses and revitalize the economy. Therefore, the government set a goal to vaccinate about 2 million adult population of Mongolia and commenced a vaccine rollout officially on February 23 this year. Pfizer-BioNTech vaccine started being administered to children aged 16 and above on a voluntary basis since June 15 and children aged 12-15 from June 28 under the parental and guardian consent.




As of today, 2,218,058 people of Mongolia have received the first dose of Verocell, Sputnik-V, AstraZeneca and Pfizer BioNTech vaccines against coronavirus. Of them, 2,022,529 have gotten their second shots, raising the country’s vaccination rate to 62 percent. It means that Mongolia is placed 12th in the world with its percentage of fully vaccination population.   



To curb the spread of the pandemic, the Government imposed the strict lockdown measures on February 11-23 and April 10-25, which was then extended until May 8. During the lockdown, a one-time grant of MNT 300 thousand was given to each citizen in order to intensify the immunization work, prevent financial difficulties and protect the income of households. With aims to intensify vaccine rollout, every fully-vaccinated person was given a bonus of MNT 50 thousand as a support for health, which became an effective step to financially support the citizens who had been in quarantine for months.




As the vaccine rollout was intensified amid the strict lockdown, traffic movement in-and-out of Ulaanbaatar city was reopened from May 20, with relevant regulations issued two days later, which allowed those stranded in the city to return homes.



Mongolia officially reopened its borders starting from June 1, which has allowed Mongolian citizens to travel to more than 10 countries whose borders are currently open to foreign passengers, including Turkey, U.S., United Arab Emirates, Greece, Thailand, Indonesia, Brazil, Egypt and India. 



However, as a measure to prevent from COVID-19 infections, the Government made a decision to postpone this year’s National Naadam Festival. Despite the earlier plans to organize the event without the audience, the Ministry of Health and scholars made the conclusion that it would gather some 12,000 people, creating the risk for about 3,000 people to become infected. Thus, in support of the State Emergency Commission’s suggestion, the Cabinet decided to postpone the event until next year.

",https://www.montsame.mn/files/611b779bcb2ba.png,2021-08-17,Montsame,Government of Mongolia in 200 days: Vaccine rollout accelerated,
